,date,PSF
0,2008-01-07,0.25670365647179016
1,2008-01-07,0.23510226380921675
2,2008-01-07,0.2153246657647265
3,2008-01-07,0.1873541815445839
4,2008-01-07,0.16350227924128286
5,2008-01-07,0.136342575426258
6,2008-01-07,0.11439911604213739
7,2008-01-07,0.1060137091442969
8,2008-01-07,0.10316683463417953
9,2008-01-07,0.11569979943197636
10,2008-01-07,0.1331239531874461
11,2008-01-07,0.18378334567518792
12,2008-01-07,0.23036943780234362
13,2008-01-07,0.29203728178806215
14,2008-01-07,0.3560674418729581
15,2008-01-07,0.38564974679528247
16,2008-01-07,0.4242707982496651
17,2008-01-07,0.44862578916379203
18,2008-01-07,0.4602726038665139
19,2008-01-07,0.4748558521308543
20,2008-01-07,0.485874531767836
21,2008-01-07,0.4925454004710689
22,2008-01-07,0.49843652659353593
23,2008-01-07,0.49782431748513317
24,2008-01-07,0.49947281913406905
25,2008-01-07,0.4996777660879696
26,2008-01-07,0.49910299764628435
27,2008-01-07,0.4988493506404715
28,2008-01-07,0.49600122821665404
29,2008-01-07,0.493728199968322
30,2008-01-07,0.48952773710401004
31,2008-01-07,0.4872931802802289
32,2008-01-07,0.4893073525492943
33,2008-01-07,0.4830149059433477
34,2008-01-07,0.4825797259115297
35,2008-01-07,0.46998360033683584
36,2008-01-07,0.4674554059683354
37,2008-01-07,0.46076454167007846
38,2008-01-07,0.4637831547277877
39,2008-01-07,0.4453381188474201
40,2008-01-07,0.4203711630031517
41,2008-01-07,0.39374656217356424
42,2008-01-07,0.36606564634881067
43,2008-01-07,0.34847680786735846
44,2008-01-07,0.3216122883849448
45,2008-01-07,0.32912801387192997
46,2008-01-07,0.3139840781123002
47,2008-01-07,0.30304117512904416
48,2008-01-08,0.26790699830632536
49,2008-01-08,0.24762177156320594
50,2008-01-08,0.22480704795047898
51,2008-01-08,0.19306808845699364
52,2008-01-08,0.15996660509576163
53,2008-01-08,0.13112387108928855
54,2008-01-08,0.11125088947357835
55,2008-01-08,0.10365841061982269
56,2008-01-08,0.10050763407055097
57,2008-01-08,0.11541594659853989
58,2008-01-08,0.1384491375325375
59,2008-01-08,0.19209445037616749
60,2008-01-08,0.24281315110472493
61,2008-01-08,0.3007521575455505
62,2008-01-08,0.35652383811979704
63,2008-01-08,0.3901623416999116
64,2008-01-08,0.41567622098219453
65,2008-01-08,0.44033167764193687
66,2008-01-08,0.455233090126359
67,2008-01-08,0.4726461473364032
68,2008-01-08,0.47945901926398277
69,2008-01-08,0.48173529410647564
70,2008-01-08,0.4876637886731565
71,2008-01-08,0.4786657383551795
72,2008-01-08,0.4788963603276743
73,2008-01-08,0.48262663532285993
74,2008-01-08,0.48126651731638986
75,2008-01-08,0.4854794333805466
76,2008-01-08,0.4849698876112578
77,2008-01-08,0.48472882023536723
78,2008-01-08,0.48652492330225167
79,2008-01-08,0.4863044933846412
80,2008-01-08,0.49028685090838914
81,2008-01-08,0.4851732881028375
82,2008-01-08,0.4811496552826963
83,2008-01-08,0.45972594300152275
84,2008-01-08,0.45072782925145966
85,2008-01-08,0.4494128479221433
86,2008-01-08,0.4546501731847883
87,2008-01-08,0.44074550553283526
88,2008-01-08,0.42439996854984
89,2008-01-08,0.39246115354477107
90,2008-01-08,0.3606060916832939
91,2008-01-08,0.351300946505481
92,2008-01-08,0.32786044827113386
93,2008-01-08,0.3337161414148091
94,2008-01-08,0.3147840061502536
95,2008-01-08,0.29825640274740706
96,2008-01-09,0.2683677668905022
97,2008-01-09,0.24090072403738017
98,2008-01-09,0.21502527578713715
99,2008-01-09,0.17476090471627065
100,2008-01-09,0.1356233074173379
101,2008-01-09,0.11351428190510493
102,2008-01-09,0.10198018241092838
103,2008-01-09,0.09764590994087152
104,2008-01-09,0.10270547323944634
105,2008-01-09,0.12711752047394032
106,2008-01-09,0.15443832805935426
107,2008-01-09,0.21257392952657256
108,2008-01-09,0.2697532074035501
109,2008-01-09,0.31397040437385126
110,2008-01-09,0.36245739699787727
111,2008-01-09,0.39928437610745016
112,2008-01-09,0.43188096627198236
113,2008-01-09,0.46960235659695604
114,2008-01-09,0.48896471599707836
115,2008-01-09,0.5048441034938166
116,2008-01-09,0.5105920190660899
117,2008-01-09,0.515290835924743
118,2008-01-09,0.5252162483377566
119,2008-01-09,0.5245991147235747
120,2008-01-09,0.5240103739948199
121,2008-01-09,0.5320699521068759
122,2008-01-09,0.5341446940959161
123,2008-01-09,0.537833820658881
124,2008-01-09,0.5358682808043492
125,2008-01-09,0.5412070212482296
126,2008-01-09,0.542433691439745
127,2008-01-09,0.5471253870021958
128,2008-01-09,0.5428492289583047
129,2008-01-09,0.5318602843732588
130,2008-01-09,0.5229070545215873
131,2008-01-09,0.48658686739313506
132,2008-01-09,0.4664354052455677
133,2008-01-09,0.4512449403415534
134,2008-01-09,0.44692586080569396
135,2008-01-09,0.4401885756154148
136,2008-01-09,0.4270441749403757
137,2008-01-09,0.394339616718267
138,2008-01-09,0.36064711382109194
139,2008-01-09,0.35875193743241357
140,2008-01-09,0.33912910803471824
141,2008-01-09,0.3358996739894643
142,2008-01-09,0.31677290591502305
143,2008-01-09,0.2994746529942035
144,2008-01-10,0.24411581920260178
145,2008-01-10,0.22231293877816136
146,2008-01-10,0.1980890991010496
147,2008-01-10,0.16451163741383976
148,2008-01-10,0.12988531488333246
149,2008-01-10,0.11659923693479454
150,2008-01-10,0.10424693019090028
151,2008-01-10,0.10444453804158949
152,2008-01-10,0.11091337674442994
153,2008-01-10,0.1377643303337934
154,2008-01-10,0.17032602392491164
155,2008-01-10,0.2441223716041519
156,2008-01-10,0.3090568387575364
157,2008-01-10,0.35930354987984
158,2008-01-10,0.4051359384739152
159,2008-01-10,0.442884913779842
160,2008-01-10,0.4630053251616093
161,2008-01-10,0.4991364973979551
162,2008-01-10,0.5180341789742006
163,2008-01-10,0.5374851341018871
164,2008-01-10,0.5464241683654691
165,2008-01-10,0.5508496007197072
166,2008-01-10,0.5656202082661504
167,2008-01-10,0.5691214597204355
168,2008-01-10,0.5750919578180427
169,2008-01-10,0.5879104616222586
170,2008-01-10,0.5919257693609351
171,2008-01-10,0.6008944775911912
172,2008-01-10,0.602206705322256
173,2008-01-10,0.6001060397411515
174,2008-01-10,0.6067276185391857
175,2008-01-10,0.6086769683982867
176,2008-01-10,0.5984364846355713
177,2008-01-10,0.5750011298128146
178,2008-01-10,0.5493656887300175
179,2008-01-10,0.5086203541219652
180,2008-01-10,0.481179614313925
181,2008-01-10,0.4547685547398013
182,2008-01-10,0.4556817673964397
183,2008-01-10,0.44941362373074106
184,2008-01-10,0.4277114940649218
185,2008-01-10,0.39281719907837365
186,2008-01-10,0.35277089982782184
187,2008-01-10,0.3532862853372745
188,2008-01-10,0.32968826709618165
189,2008-01-10,0.3312710784442199
190,2008-01-10,0.3129656512405151
191,2008-01-10,0.29064852480517434
192,2008-01-11,0.2883770008170205
193,2008-01-11,0.26697311581065647
194,2008-01-11,0.24590572472677677
195,2008-01-11,0.2109774732531203
196,2008-01-11,0.18091374109909203
197,2008-01-11,0.15577628908622482
198,2008-01-11,0.14074881007863688
199,2008-01-11,0.13644116370150158
200,2008-01-11,0.13826869147962756
201,2008-01-11,0.1590940530710056
202,2008-01-11,0.1840050867215374
203,2008-01-11,0.24222582810208548
204,2008-01-11,0.30223204976418083
205,2008-01-11,0.35418121901276123
